order_id,order_date,customer_id,customer_email,region,channel,sku,product_name,unit_price,quantity,discount,revenue
O100508,05/11/2024,C0245,c0245@example.com,West,online,SKU-001,Widget A,19.99,6,0.0,119.94
O100509,11-Oct-2024,C0016,c0016@example.com,north ,retail,SKU-003,Gadget X,49.0,2,0.0,98.0
O100510,18-Sep-2024,C0355,c0355@example.com,West,retail,SKU-001,Widget A,19.99,2,0.05,37.98
O100511,21-Jul-2024,C0147,c0147@example.com,north ,Online,SKU-002,Widget B,29.5,3,0.05,84.08
O100512,2024-06-24,C0007,,East,online,SKU-005,Thingamajig,12.49,5,0.0,62.45
O100513,2024-04-21,C0103,c0103@example.com,North,online,SKU-001,Widget A,19.99,4,0.0,79.96
O100514,14-Feb-2024,C0257,,West,,SKU-004,Gadget Y,79.99,3,0.0,239.97
O100515,07/28/2024,C0285,c0285@example.com,West,,SKU-001,Widget A,19.99,-6,0.0,-119.94
O100516,2025-01-06,C0337,c0337@example.com,North,Online,SKU-004,Gadget Y,79.99,2,0.1,143.98
O100517,16-Jan-2024,C0054,c0054@example.com,north ,Retail,SKU-003,Gadget X,49.0,3,0.05,139.65
O100518,31-Jul-2024,C0039,c0039@example.com,South,Partner,SKU-001,Widget A,19.99,3,0.0,59.97
O100519,2024-11-21,C0155,c0155@example.com,SOUTH,retail,SKU-005,Thingamajig,12.49,3,0.1,33.72
O100520,2024-09-21,C0346,c0346@example.com,SOUTH,Partner,SKU-005,Thingamajig,12.49,2,0.0,24.98
O100521,2024-10-25,C0056,c0056@example.com,north ,retail,SKU-004,Gadget Y,79.99,2,0.2,127.98
O100522,2024-01-15,C0179,c0179@example.com,West,retail,SKU-003,Gadget X,49.0,2,0.1,88.2
O100523,2024-11-23,C0243,c0243@example.com,West,Online,SKU-005,Thingamajig,12.49,8,0.0,99.92
O100524,12/16/2024,C0134,c0134@example.com,,,SKU-001,Widget A,19.99,3,0.2,47.98
O100525,23-Feb-2024,C0043,c0043@example.com,SOUTH,Retail,SKU-005,Thingamajig,12.49,1,0.2,9.99
O100526,2024-04-19,C0169,c0169@example.com,West,Retail,SKU-004,Gadget Y,79.99,4,0.2,255.97
O100527,31-Jan-2025,C0079,c0079@example.com,East,online,SKU-004,Gadget Y,79.99,1,0.0,79.99
O100528,2024-07-16,C0238,c0238@example.com,West,,SKU-004,Gadget Y,79.99,5,0.1,359.96
O100529,2024-02-23,C0396,c0396@example.com,East,online,SKU-001,Widget A,19.99,1,0.0,19.99
O100530,2024-05-09,C0267,c0267@example.com,SOUTH,Partner,SKU-003,Gadget X,49.0,1,0.2,39.2
O100531,01/13/2025,C0097,c0097@example.com,South,,SKU-003,Gadget X,49.0,1,0.0,49.0
O100532,2024-03-05,C0398,c0398@example.com,North,Online,SKU-004,Gadget Y,79.99,1,0.0,79.99
O100533,20-Nov-2024,C0036,c0036@example.com,North,online,SKU-001,Widget A,19.99,2,0.0,39.98
O100534,26-Dec-2024,C0174,c0174@example.com,SOUTH,,SKU-001,Widget A,19.99,1,0.0,19.99
O100535,2024-11-04,C0218,c0218@example.com,,Retail,SKU-003,Gadget X,49.0,5,0.05,232.75
O100536,05/31/2024,C0207,c0207@example.com,North,retail,SKU-005,Thingamajig,12.49,3,0.05,35.6
O100537,05/16/2024,C0147,c0147@example.com,north ,Partner,SKU-005,Thingamajig,12.49,1,0.1,11.24
O100538,28-Jun-2024,C0074,c0074@example.com,West,Partner,SKU-001,Widget A,19.99,1,0.0,19.99
O100539,10/28/2024,C0234,c0234@example.com,,,SKU-004,Gadget Y,79.99,2,0.0,159.98
O100540,12/30/2024,C0161,c0161@example.com,East,retail,SKU-001,Widget A,19.99,3,0.1,53.97
O100541,2024-06-23,C0063,c0063@example.com,East,Online,SKU-003,Gadget X,49.0,4,0.05,186.2
O100542,03-May-2024,C0119,c0119@example.com,north ,Retail,SKU-005,Thingamajig,12.49,1,0.0,12.49
O100543,08/17/2024,C0075,c0075@example.com,SOUTH,online,SKU-002,Widget B,29.5,4,0.05,112.1
O100544,2024-10-01,C0236,c0236@example.com,,Online,SKU-002,Widget B,29.5,4,0.0,118.0
O100545,01/21/2024,C0366,c0366@example.com,,retail,SKU-003,Gadget X,49.0,5,0.05,232.75
O100546,2024-07-19,C0347,c0347@example.com,North,Partner,SKU-003,Gadget X,49.0,6,0.05,279.3
O100547,08/26/2024,C0154,c0154@example.com,South,online,SKU-005,Thingamajig,12.49,1,0.05,11.87
O100548,15-Nov-2024,C0312,c0312@example.com,,retail,SKU-005,Thingamajig,12.49,2,0.05,23.73
O100549,01-Feb-2024,C0284,c0284@example.com,SOUTH,,SKU-005,Thingamajig,12.49,2,0.05,23.73
O100550,2024-06-02,C0024,c0024@example.com,North,retail,SKU-005,Thingamajig,12.49,2,0.0,24.98
O100551,05/11/2024,C0190,c0190@example.com,North,Retail,SKU-003,Gadget X,49.0,4,0.0,196.0
O100552,06/29/2024,C0255,c0255@example.com,SOUTH,Partner,SKU-003,Gadget X,49.0,2,0.1,88.2
O100553,01/30/2025,C0215,c0215@example.com,East,Online,SKU-003,Gadget X,49.0,2,0.0,
O100554,04/28/2024,C0138,c0138@example.com,,Retail,SKU-002,Widget B,29.5,1,0.0,29.5
O100555,12/18/2024,C0194,c0194@example.com,SOUTH,online,SKU-005,Thingamajig,12.49,3,0.05,35.6
O100556,2024-01-28,C0165,c0165@example.com,South,,SKU-001,Widget A,19.99,4,0.0,79.96
O100557,08-Feb-2024,C0070,c0070@example.com,North,,SKU-001,Widget A,19.99,4,0.1,71.96
O100558,02-Sep-2024,C0093,c0093@example.com,South,online,SKU-005,Thingamajig,12.49,2,0.0,24.98
O100559,2024-01-27,C0046,c0046@example.com,West,Partner,SKU-004,Gadget Y,79.99,1,0.0,79.99
O100560,2025-01-25,C0123,c0123@example.com,East,Partner,SKU-002,Widget B,29.5,1,0.0,29.5
O100561,21-Dec-2024,C0223,c0223@example.com,,retail,SKU-003,Gadget X,49.0,2,0.0,98.0
O100562,2024-11-05,C0195,c0195@example.com,North,Online,SKU-005,Thingamajig,12.49,1,0.0,12.49
O100563,02/23/2024,C0204,c0204@example.com,South,retail,SKU-002,Widget B,29.5,2,0.0,59.0
O100564,03/19/2024,C0112,c0112@example.com,SOUTH,Online,SKU-001,Widget A,19.99,2,0.2,31.98
O100565,08/12/2024,C0382,c0382@example.com,West,,SKU-003,Gadget X,49.0,3,0.0,147.0
O100566,11/22/2024,C0128,c0128@example.com,West,retail,SKU-004,Gadget Y,79.99,1,0.05,75.99
O100567,20-Feb-2024,C0345,c0345@example.com,West,Partner,SKU-004,Gadget Y,79.99,4,0.0,319.96
O100568,2024-04-25,C0390,c0390@example.com,,retail,SKU-002,Widget B,29.5,3,0.2,70.8
O100569,02/02/2025,C0397,c0397@example.com,East,online,SKU-001,Widget A,19.99,2,0.0,39.98
O100570,08/23/2024,C0083,c0083@example.com,East,,SKU-001,Widget A,19.99,4,0.1,71.96
O100571,2024-03-15,C0140,,West,retail,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100572,01/10/2025,C0351,c0351@example.com,North,Retail,SKU-003,Gadget X,49.0,3,0.1,132.3
O100573,09-Jan-2024,C0159,c0159@example.com,north ,Online,SKU-004,Gadget Y,79.99,2,0.1,143.98
O100574,2024-03-21,C0008,c0008@example.com,South,Partner,SKU-001,Widget A,19.99,4,0.1,71.96
O100575,2024-12-16,C0336,c0336@example.com,,Retail,SKU-002,Widget B,29.5,4,0.1,106.2
O100576,2024-11-20,C0273,c0273@example.com,East,Partner,SKU-003,Gadget X,49.0,3,0.05,139.65
O100577,10/18/2024,C0333,c0333@example.com,North,online,SKU-001,Widget A,19.99,1,0.05,18.99
O100578,22-Dec-2024,C0206,c0206@example.com,South,Retail,SKU-004,Gadget Y,79.99,5,0.0,399.95
O100579,22-Dec-2024,C0298,c0298@example.com,north ,,SKU-004,Gadget Y,79.99,5,0.0,399.95
O100580,2024-06-21,C0163,c0163@example.com,north ,retail,SKU-002,Widget B,29.5,4,0.1,106.2
O100581,2024-10-17,C0011,c0011@example.com,North,online,SKU-003,Gadget X,49.0,1,0.05,46.55
O100582,2024-12-02,C0206,c0206@example.com,West,Online,SKU-001,Widget A,19.99,2,0.0,39.98
O100583,2024-04-09,C0144,c0144@example.com,North,Partner,SKU-004,Gadget Y,79.99,1,0.0,79.99
O100584,07-Nov-2024,C0204,c0204@example.com,West,retail,SKU-005,Thingamajig,12.49,5,0.2,49.96
O100585,28-May-2024,C0066,c0066@example.com,SOUTH,,SKU-004,Gadget Y,79.99,5,0.0,399.95
O100586,04/12/2024,C0375,,East,Online,SKU-004,Gadget Y,79.99,3,0.05,227.97
O100587,04/05/2024,C0237,c0237@example.com,North,Partner,SKU-004,Gadget Y,79.99,2,0.0,159.98
O100588,12-Jan-2024,C0320,c0320@example.com,,retail,SKU-002,Widget B,29.5,1,0.0,29.5
O100589,05/03/2024,C0121,,,,SKU-004,Gadget Y,79.99,6,0.1,431.95
O100590,02/13/2024,C0198,c0198@example.com,North,online,SKU-003,Gadget X,49.0,2,0.05,93.1
O100591,2024-12-25,C0211,c0211@example.com,South,online,SKU-001,Widget A,19.99,3,0.0,59.97
O100592,11/25/2024,C0143,c0143@example.com,West,retail,SKU-005,Thingamajig,12.49,3,0.1,33.72
O100593,03-Feb-2025,C0094,c0094@example.com,West,Partner,SKU-001,Widget A,19.99,3,0.0,59.97
O100594,07/17/2024,C0359,c0359@example.com,South,Partner,SKU-003,Gadget X,49.0,2,0.2,78.4
O100595,10/11/2024,C0345,c0345@example.com,North,retail,SKU-002,Widget B,29.5,1,0.0,29.5
O100596,01-Aug-2024,C0085,c0085@example.com,north ,retail,SKU-001,Widget A,19.99,3,0.1,53.97
O100597,2024-03-28,C0308,,,Partner,SKU-002,Widget B,29.5,3,0.2,70.8
O100598,02/22/2024,C0344,c0344@example.com,SOUTH,,SKU-003,Gadget X,49.0,2,0.0,98.0
O100599,01/24/2025,C0046,c0046@example.com,South,Online,SKU-002,Widget B,29.5,5,0.0,147.5
O100600,04/08/2024,C0383,c0383@example.com,East,Retail,SKU-002,Widget B,29.5,4,0.2,94.4
O100601,01-Dec-2024,C0220,c0220@example.com,north ,Retail,SKU-002,Widget B,29.5,5,0.1,132.75
O100602,07/20/2024,C0168,c0168@example.com,South,,SKU-001,Widget A,19.99,1,0.05,18.99
O100603,2024-09-30,C0142,c0142@example.com,West,retail,SKU-004,Gadget Y,79.99,6,0.2,383.95
O100604,23-Apr-2024,C0094,c0094@example.com,West,,SKU-005,Thingamajig,12.49,1,0.0,12.49
O100605,06/07/2024,C0281,c0281@example.com,SOUTH,,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100606,05-Mar-2024,C0085,c0085@example.com,East,,SKU-005,Thingamajig,12.49,1,0.0,12.49
O100607,10/08/2024,C0339,c0339@example.com,South,online,SKU-003,Gadget X,49.0,4,0.0,196.0
O100608,31-Jan-2024,C0378,c0378@example.com,West,online,SKU-001,Widget A,19.99,1,0.05,18.99
O100609,2024-01-30,C0353,c0353@example.com,,Partner,SKU-003,Gadget X,49.0,3,0.2,117.6
O100610,03/25/2024,C0086,c0086@example.com,North,Partner,SKU-005,Thingamajig,12.49,6,0.0,74.94
O100611,05/26/2024,C0280,c0280@example.com,North,Partner,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100612,2025-01-24,C0030,c0030@example.com,West,Online,SKU-004,Gadget Y,79.99,5,0.0,399.95
O100613,08/10/2024,C0205,c0205@example.com,East,Partner,SKU-001,Widget A,19.99,4,0.1,71.96
O100614,13-Feb-2024,C0348,c0348@example.com,SOUTH,Online,SKU-001,Widget A,19.99,4,0.05,75.96
O100615,01-Aug-2024,C0259,c0259@example.com,north ,retail,SKU-005,Thingamajig,12.49,2,0.0,24.98
O100616,2024-03-29,C0007,,West,retail,SKU-004,Gadget Y,79.99,5,0.2,319.96
O100617,27-Oct-2024,C0186,c0186@example.com,,,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100618,15-Jun-2024,C0045,c0045@example.com,West,retail,SKU-001,Widget A,19.99,4,0.05,75.96
O100619,03/06/2024,C0232,c0232@example.com,East,retail,SKU-002,Widget B,29.5,1,0.0,29.5
O100620,2024-04-19,C0397,c0397@example.com,north ,Retail,SKU-004,Gadget Y,79.99,4,0.1,287.96
O100621,08-Oct-2024,C0349,c0349@example.com,West,Online,SKU-001,Widget A,19.99,4,0.0,79.96
O100622,2025-02-02,C0112,c0112@example.com,SOUTH,Online,SKU-003,Gadget X,49.0,3,0.1,132.3
O100623,11/13/2024,C0160,c0160@example.com,SOUTH,Retail,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100624,11/06/2024,C0305,c0305@example.com,South,,SKU-001,Widget A,19.99,3,0.2,47.98
O100625,2024-06-24,C0139,c0139@example.com,West,retail,SKU-004,Gadget Y,79.99,2,0.0,159.98
O100626,08/14/2024,C0168,c0168@example.com,north ,Retail,SKU-005,Thingamajig,12.49,4,0.0,49.96
O100627,21-Jan-2025,C0028,c0028@example.com,East,Partner,SKU-003,Gadget X,49.0,2,0.05,93.1
O100628,13-Jun-2024,C0050,c0050@example.com,West,Partner,SKU-004,Gadget Y,79.99,2,0.1,143.98
O100629,2024-05-18,C0255,c0255@example.com,North,,SKU-005,Thingamajig,12.49,1,0.0,12.49
O100630,01/29/2024,C0233,c0233@example.com,North,Partner,SKU-003,Gadget X,49.0,6,0.05,279.3
O100631,18-Mar-2024,C0369,c0369@example.com,north ,,SKU-001,Widget A,19.99,1,0.05,18.99
O100632,01/07/2025,C0192,c0192@example.com,East,Partner,SKU-004,Gadget Y,79.99,1,0.2,63.99
O100633,10/22/2024,C0284,c0284@example.com,,Retail,SKU-005,Thingamajig,12.49,1,0.2,9.99
O100634,01/03/2024,C0187,c0187@example.com,North,retail,SKU-003,Gadget X,49.0,-3,0.2,-117.6
O100635,03/28/2024,C0386,c0386@example.com,East,Partner,SKU-002,Widget B,29.5,4,0.0,118.0
O100636,2024-09-30,C0302,c0302@example.com,South,retail,SKU-004,Gadget Y,79.99,1,0.0,79.99
O100637,09/28/2024,C0303,c0303@example.com,East,retail,SKU-001,Widget A,19.99,3,0.0,59.97
O100638,11/21/2024,C0292,c0292@example.com,SOUTH,Partner,SKU-004,Gadget Y,79.99,1,0.0,79.99
O100639,06/04/2024,C0171,,SOUTH,,SKU-002,Widget B,29.5,3,0.05,84.08
O100640,2024-08-08,C0189,c0189@example.com,North,,SKU-005,Thingamajig,12.49,5,0.2,49.96
O100641,02-Dec-2024,C0363,c0363@example.com,north ,Partner,SKU-004,Gadget Y,79.99,3,0.05,227.97
O100642,2024-05-12,C0161,c0161@example.com,East,Partner,SKU-001,Widget A,19.99,1,0.0,19.99
O100643,2024-10-03,C0158,c0158@example.com,South,Partner,SKU-002,Widget B,29.5,1,0.0,29.5
O100644,06-Nov-2024,C0030,c0030@example.com,South,Retail,SKU-004,Gadget Y,79.99,3,0.1,215.97
O100645,09/02/2024,C0112,c0112@example.com,South,Online,SKU-002,Widget B,29.5,1,0.1,26.55
O100646,2024-09-21,C0159,c0159@example.com,,Online,SKU-003,Gadget X,49.0,2,0.2,78.4
O100647,07-Apr-2024,C0208,c0208@example.com,,retail,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100648,05/25/2024,C0304,c0304@example.com,North,,SKU-005,Thingamajig,12.49,1,0.2,9.99
O100649,12/03/2024,C0399,c0399@example.com,,retail,SKU-003,Gadget X,49.0,1,0.05,46.55
O100650,2024-10-03,C0394,c0394@example.com,north ,online,SKU-002,Widget B,29.5,2,0.1,53.1
O100651,2024-12-19,C0284,c0284@example.com,South,Retail,SKU-002,Widget B,29.5,2,0.05,56.05
O100652,03/27/2024,C0016,c0016@example.com,,Retail,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100653,2024-08-22,C0163,c0163@example.com,North,online,SKU-004,Gadget Y,79.99,1,0.0,79.99
O100654,2024-07-08,C0262,c0262@example.com,SOUTH,,SKU-003,Gadget X,49.0,3,0.05,139.65
O100655,04/17/2024,C0252,c0252@example.com,West,retail,SKU-002,Widget B,29.5,1,0.0,29.5
O100656,2024-03-16,C0098,c0098@example.com,,,SKU-003,Gadget X,49.0,1,0.05,46.55
O100657,11/16/2024,C0276,c0276@example.com,South,retail,SKU-004,Gadget Y,79.99,1,0.05,75.99
O100658,01-Apr-2024,C0208,c0208@example.com,East,online,SKU-002,Widget B,29.5,1,0.05,28.02
O100659,2024-08-16,C0095,,East,,SKU-002,Widget B,29.5,5,0.0,147.5
O100660,2024-09-05,C0068,c0068@example.com,West,online,SKU-005,Thingamajig,12.49,4,0.05,47.46
O100661,2024-11-03,C0365,c0365@example.com,,online,SKU-003,Gadget X,49.0,1,0.0,49.0
O100662,05/02/2024,C0222,c0222@example.com,north ,online,SKU-005,Thingamajig,12.49,1,0.0,12.49
O100663,07/14/2024,C0238,c0238@example.com,,Retail,SKU-002,Widget B,29.5,-7,0.0,-206.5
O100664,09/03/2024,C0105,c0105@example.com,South,Partner,SKU-005,Thingamajig,12.49,2,0.05,23.73
O100665,02-Dec-2024,C0161,c0161@example.com,SOUTH,online,SKU-001,Widget A,19.99,2,0.1,35.98
O100666,03/19/2024,C0314,c0314@example.com,north ,Online,SKU-003,Gadget X,49.0,4,0.1,176.4
O100667,2024-07-06,C0254,c0254@example.com,,Online,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100668,11-Jan-2024,C0028,c0028@example.com,North,Retail,SKU-003,Gadget X,49.0,5,0.05,
O100669,12-Aug-2024,C0305,c0305@example.com,West,retail,SKU-003,Gadget X,49.0,1,0.0,49.0
O100670,2024-04-08,C0324,c0324@example.com,,online,SKU-002,Widget B,29.5,2,0.0,59.0
O100671,11/04/2024,C0326,c0326@example.com,South,online,SKU-001,Widget A,19.99,5,0.1,89.96
O100672,2024-01-23,C0362,c0362@example.com,North,online,SKU-003,Gadget X,49.0,1,0.05,46.55
O100673,2024-06-03,C0201,c0201@example.com,West,retail,SKU-001,Widget A,19.99,1,0.0,19.99
O100674,01/28/2025,C0190,c0190@example.com,South,online,SKU-003,Gadget X,49.0,5,0.05,232.75
O100675,23-May-2024,C0373,c0373@example.com,East,Retail,SKU-001,Widget A,19.99,4,0.0,79.96
O100676,26-Apr-2024,C0334,c0334@example.com,East,Online,SKU-001,Widget A,19.99,3,0.1,53.97
O100677,30-Aug-2024,C0344,c0344@example.com,,Retail,SKU-003,Gadget X,49.0,1,0.0,49.0
O100678,2024-11-26,C0329,c0329@example.com,North,Partner,SKU-002,Widget B,29.5,4,0.1,106.2
O100679,2024-05-15,C0047,c0047@example.com,SOUTH,Retail,SKU-004,Gadget Y,79.99,2,0.0,159.98
O100680,2024-07-21,C0043,c0043@example.com,West,retail,SKU-004,Gadget Y,79.99,5,0.0,399.95
O100681,11/08/2024,C0390,c0390@example.com,North,Online,SKU-001,Widget A,19.99,3,0.0,59.97
O100682,2024-12-15,C0094,c0094@example.com,South,Retail,SKU-003,Gadget X,49.0,4,0.0,196.0
O100683,2024-10-24,C0133,c0133@example.com,SOUTH,retail,SKU-005,Thingamajig,12.49,1,0.0,12.49
O100684,2024-04-20,C0392,c0392@example.com,West,Online,SKU-005,Thingamajig,12.49,2,0.1,22.48
O100685,2024-05-03,C0121,c0121@example.com,South,Partner,SKU-003,Gadget X,49.0,-5,0.0,-245.0
O100686,09/16/2024,C0119,c0119@example.com,North,Retail,SKU-001,Widget A,19.99,1,0.05,18.99
O100687,12-Jan-2025,C0070,,SOUTH,retail,SKU-004,Gadget Y,79.99,1,0.1,71.99
O100688,07/30/2024,C0235,c0235@example.com,North,Online,SKU-004,Gadget Y,79.99,-1,0.2,-63.99
O100689,2024-06-29,C0229,c0229@example.com,north ,retail,SKU-004,Gadget Y,79.99,4,0.0,319.96
O100690,12/18/2024,C0108,c0108@example.com,SOUTH,retail,SKU-001,Widget A,19.99,1,0.0,19.99
O100691,04/29/2024,C0068,,South,,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100692,2024-01-30,C0057,c0057@example.com,East,online,SKU-002,Widget B,29.5,2,0.1,53.1
O100693,2024-05-14,C0049,c0049@example.com,north ,Partner,SKU-001,Widget A,19.99,3,0.2,47.98
O100694,2024-07-11,C0022,c0022@example.com,north ,online,SKU-002,Widget B,29.5,1,0.0,29.5
O100695,11-May-2024,C0285,c0285@example.com,SOUTH,,SKU-002,Widget B,29.5,4,0.0,118.0
O100696,2024-08-13,C0044,c0044@example.com,north ,Partner,SKU-001,Widget A,19.99,4,0.05,75.96
O100697,07-Aug-2024,C0328,c0328@example.com,north ,retail,SKU-001,Widget A,19.99,1,0.0,19.99
O100698,10/27/2024,C0141,c0141@example.com,,retail,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100699,15-Dec-2024,C0148,,North,online,SKU-005,Thingamajig,12.49,3,0.0,37.47
O100700,15-Jul-2024,C0238,c0238@example.com,North,,SKU-004,Gadget Y,79.99,5,0.0,399.95
O100701,10/24/2024,C0292,c0292@example.com,East,Partner,SKU-004,Gadget Y,79.99,2,0.1,143.98
O100702,20-Mar-2024,C0243,c0243@example.com,East,Online,SKU-001,Widget A,19.99,1,0.2,15.99
O100703,06-Jun-2024,C0305,c0305@example.com,South,,SKU-003,Gadget X,49.0,1,0.05,46.55
O100704,02/07/2024,C0301,c0301@example.com,,retail,SKU-001,Widget A,19.99,1,0.2,15.99
O100705,19-Jan-2025,C0113,c0113@example.com,South,Online,SKU-003,Gadget X,49.0,2,0.1,88.2
O100706,07-Jun-2024,C0015,c0015@example.com,north ,Partner,SKU-003,Gadget X,49.0,2,0.0,98.0
O100707,05/18/2024,C0059,c0059@example.com,,,SKU-002,Widget B,29.5,4,0.0,118.0
O100708,2024-11-02,C0179,c0179@example.com,SOUTH,online,SKU-004,Gadget Y,79.99,1,0.05,75.99
O100709,04-Apr-2024,C0136,,,Retail,SKU-002,Widget B,29.5,3,0.0,88.5
O100710,28-Jan-2024,C0051,c0051@example.com,SOUTH,online,SKU-001,Widget A,19.99,5,0.0,99.95
O100711,2024-11-07,C0371,c0371@example.com,East,Retail,SKU-001,Widget A,19.99,3,0.05,56.97
O100712,2024-09-14,C0318,c0318@example.com,,Retail,SKU-001,Widget A,19.99,1,0.0,19.99
O100713,01/10/2024,C0058,c0058@example.com,East,Partner,SKU-001,Widget A,19.99,4,0.2,63.97
O100714,29-Sep-2024,C0065,c0065@example.com,West,retail,SKU-005,Thingamajig,12.49,2,0.05,23.73
O100715,2024-04-18,C0311,c0311@example.com,East,Online,SKU-004,Gadget Y,79.99,4,0.0,319.96
O100716,12-Aug-2024,C0003,c0003@example.com,East,Partner,SKU-002,Widget B,29.5,4,0.0,118.0
O100717,02/08/2024,C0273,c0273@example.com,,,SKU-001,Widget A,19.99,1,0.0,19.99
O100718,2024-10-18,C0302,c0302@example.com,East,Online,SKU-003,Gadget X,49.0,3,0.0,147.0
O100719,2024-10-07,C0187,,West,online,SKU-003,Gadget X,49.0,3,0.0,147.0
O100720,02-Jun-2024,C0012,c0012@example.com,West,Partner,SKU-004,Gadget Y,79.99,1,0.2,63.99
O100721,2024-02-28,C0143,c0143@example.com,West,,SKU-002,Widget B,29.5,3,0.0,88.5
O100722,2024-02-06,C0019,c0019@example.com,East,retail,SKU-004,Gadget Y,79.99,3,0.0,239.97
O100723,04/22/2024,C0108,c0108@example.com,,Online,SKU-003,Gadget X,49.0,2,0.2,78.4
O100724,03-Jan-2024,C0357,c0357@example.com,North,online,SKU-004,Gadget Y,79.99,1,0.0,79.99
O100725,02/23/2024,C0274,c0274@example.com,,Retail,SKU-005,Thingamajig,12.49,4,0.0,49.96
O100726,2024-11-19,C0373,c0373@example.com,East,Partner,SKU-005,Thingamajig,12.49,4,0.0,49.96
O100727,2024-12-31,C0052,c0052@example.com,North,Partner,SKU-001,Widget A,19.99,2,0.05,37.98
O100728,01/11/2024,C0373,c0373@example.com,East,online,SKU-003,Gadget X,49.0,3,0.1,
O100729,09/08/2024,C0125,c0125@example.com,SOUTH,online,SKU-005,Thingamajig,12.49,2,0.0,24.98
O100730,2024-04-10,C0091,c0091@example.com,SOUTH,online,SKU-002,Widget B,29.5,6,0.0,177.0
O100731,05/16/2024,C0145,c0145@example.com,West,Online,SKU-003,Gadget X,49.0,1,0.0,49.0
O100732,02/10/2024,C0292,c0292@example.com,north ,online,SKU-003,Gadget X,49.0,2,0.0,98.0
O100733,09/04/2024,C0178,c0178@example.com,SOUTH,Online,SKU-003,Gadget X,49.0,1,0.0,49.0
O100734,2025-01-01,C0053,c0053@example.com,SOUTH,,SKU-001,Widget A,19.99,1,0.2,15.99
O100735,06/14/2024,C0301,c0301@example.com,East,retail,SKU-004,Gadget Y,79.99,1,0.2,63.99
O100736,01/19/2025,C0174,c0174@example.com,North,Retail,SKU-002,Widget B,2950.0,5,0.0,14750.0
O100737,23-Feb-2024,C0115,c0115@example.com,SOUTH,online,SKU-005,Thingamajig,12.49,4,0.05,47.46
O100738,2024-12-17,C0138,c0138@example.com,South,Online,SKU-001,Widget A,19.99,4,0.0,79.96
O100739,04-Jan-2025,C0099,c0099@example.com,,,SKU-002,Widget B,29.5,5,0.1,132.75
O100740,02/29/2024,C0139,c0139@example.com,East,online,SKU-003,Gadget X,49.0,1,0.0,
O100741,10/16/2024,C0279,c0279@example.com,North,retail,SKU-005,Thingamajig,12.49,2,0.2,19.98
O100742,2025-01-15,C0230,c0230@example.com,SOUTH,online,SKU-002,Widget B,29.5,2,0.0,59.0
O100743,2024-12-31,C0253,c0253@example.com,East,online,SKU-003,Gadget X,49.0,4,0.0,
O100744,31-Jul-2024,C0181,c0181@example.com,north ,Retail,SKU-001,Widget A,19.99,3,0.2,47.98
O100745,04/27/2024,C0019,c0019@example.com,East,online,SKU-005,Thingamajig,12.49,2,0.2,19.98
O100746,31-Mar-2024,C0388,c0388@example.com,SOUTH,Partner,SKU-003,Gadget X,49.0,4,0.2,156.8
O100747,05-Jan-2025,C0243,c0243@example.com,North,Online,SKU-002,Widget B,29.5,1,0.05,28.02
O100748,06/17/2024,C0061,c0061@example.com,West,retail,SKU-002,Widget B,29.5,3,0.0,88.5
O100749,2024-03-13,C0157,c0157@example.com,north ,Online,SKU-004,Gadget Y,79.99,1,0.0,79.99
O100750,2024-04-01,C0396,c0396@example.com,,Partner,SKU-003,Gadget X,49.0,3,0.1,132.3
O100751,27-May-2024,C0081,c0081@example.com,South,retail,SKU-004,Gadget Y,79.99,3,0.0,239.97
O100752,06/16/2024,C0051,c0051@example.com,SOUTH,online,SKU-003,Gadget X,49.0,4,0.1,
O100753,04-Oct-2024,C0246,c0246@example.com,North,Retail,SKU-002,Widget B,29.5,4,0.0,118.0
O100754,12/27/2024,C0115,c0115@example.com,West,Retail,SKU-001,Widget A,19.99,4,0.05,75.96
O100755,07-Dec-2024,C0007,c0007@example.com,North,,SKU-004,Gadget Y,79.99,6,0.1,431.95
O100756,08/06/2024,C0217,c0217@example.com,SOUTH,Partner,SKU-003,Gadget X,49.0,1,0.0,49.0
O100757,08/24/2024,C0329,c0329@example.com,north ,retail,SKU-001,Widget A,19.99,3,0.2,47.98
O100758,14-Jun-2024,C0310,c0310@example.com,East,Retail,SKU-003,Gadget X,49.0,1,0.0,49.0
O100759,09/13/2024,C0080,c0080@example.com,,Partner,SKU-002,Widget B,29.5,2,0.0,59.0
O100760,2024-11-01,C0269,c0269@example.com,South,Online,SKU-005,Thingamajig,12.49,6,0.1,67.45
O100761,2024-05-04,C0110,c0110@example.com,,Retail,SKU-002,Widget B,29.5,3,0.2,70.8
O100762,15-Jan-2025,C0026,c0026@example.com,,online,SKU-002,Widget B,29.5,1,0.0,29.5
O100763,05/24/2024,C0027,c0027@example.com,East,retail,SKU-001,Widget A,19.99,1,0.2,15.99
