order_id,order_date,customer_id,customer_email,region,channel,sku,product_name,unit_price,quantity,discount,revenue,email_missing,order_year,order_month,order_dow,gross_revenue,discount_amt,customer_lifetime_revenue
O100504,2024-11-07,C0053,c0053@example.com,North,Partner,SKU-002,Widget B,29.5,4,0.0,118.0,False,2024,2024-11,Thursday,118.0,0.0,505.37
O100505,2024-06-30,C0252,c0252@example.com,South,Partner,SKU-001,Widget A,19.99,1,0.0,19.99,False,2024,2024-06,Sunday,19.99,0.0,177.97
O100507,2024-06-15,C0215,unknown@unknown,North,Online,SKU-004,Gadget Y,79.99,1,0.0,79.99,True,2024,2024-06,Saturday,79.99,0.0,226.99
O100508,2024-05-11,C0245,c0245@example.com,West,Online,SKU-001,Widget A,19.99,6,0.0,119.94,False,2024,2024-05,Saturday,119.94,0.0,194.74
O100509,2024-10-11,C0016,c0016@example.com,North,Retail,SKU-003,Gadget X,49.0,2,0.0,98.0,False,2024,2024-10,Friday,98.0,0.0,644.04
O100510,2024-09-18,C0355,c0355@example.com,West,Retail,SKU-001,Widget A,19.99,2,0.05,37.98,False,2024,2024-09,Wednesday,39.98,2.0,477.9
O100511,2024-07-21,C0147,c0147@example.com,North,Online,SKU-002,Widget B,29.5,3,0.05,84.08,False,2024,2024-07,Sunday,88.5,4.42,169.01
O100512,2024-06-24,C0007,unknown@unknown,East,Online,SKU-005,Thingamajig,12.49,5,0.0,62.45,True,2024,2024-06,Monday,62.45,0.0,565.59
O100513,2024-04-21,C0103,c0103@example.com,North,Online,SKU-001,Widget A,19.99,4,0.0,79.96,False,2024,2024-04,Sunday,79.96,0.0,334.37
O100516,2025-01-06,C0337,c0337@example.com,North,Online,SKU-004,Gadget Y,79.99,2,0.1,143.98,False,2025,2025-01,Monday,159.98,16.0,854.45
O100517,2024-01-16,C0054,c0054@example.com,North,Retail,SKU-003,Gadget X,49.0,3,0.05,139.65,False,2024,2024-01,Tuesday,147.0,7.35,169.15
O100518,2024-07-31,C0039,c0039@example.com,South,Partner,SKU-001,Widget A,19.99,3,0.0,59.97,False,2024,2024-07,Wednesday,59.97,0.0,229.94
O100519,2024-11-21,C0155,c0155@example.com,South,Retail,SKU-005,Thingamajig,12.49,3,0.1,33.72,False,2024,2024-11,Thursday,37.47,3.75,537.26
O100520,2024-09-21,C0346,c0346@example.com,South,Partner,SKU-005,Thingamajig,12.49,2,0.0,24.98,False,2024,2024-09,Saturday,24.98,0.0,24.98
O100521,2024-10-25,C0056,c0056@example.com,North,Retail,SKU-004,Gadget Y,79.99,2,0.2,127.98,False,2024,2024-10,Friday,159.98,32.0,535.95
O100522,2024-01-15,C0179,c0179@example.com,West,Retail,SKU-003,Gadget X,49.0,2,0.1,88.2,False,2024,2024-01,Monday,98.0,9.8,100.16
O100523,2024-11-23,C0243,c0243@example.com,West,Online,SKU-005,Thingamajig,12.49,8,0.0,99.92,False,2024,2024-11,Saturday,99.92,0.0,312.08
O100525,2024-02-23,C0043,c0043@example.com,South,Retail,SKU-005,Thingamajig,12.49,1,0.2,9.99,False,2024,2024-02,Friday,12.49,2.5,960.62
O100526,2024-04-19,C0169,c0169@example.com,West,Retail,SKU-004,Gadget Y,79.99,4,0.2,255.97,False,2024,2024-04,Friday,319.96,63.99,500.97
O100527,2025-01-31,C0079,c0079@example.com,East,Online,SKU-004,Gadget Y,79.99,1,0.0,79.99,False,2025,2025-01,Friday,79.99,0.0,1010.69
O100529,2024-02-23,C0396,c0396@example.com,East,Online,SKU-001,Widget A,19.99,1,0.0,19.99,False,2024,2024-02,Friday,19.99,0.0,498.04
O100530,2024-05-09,C0267,c0267@example.com,South,Partner,SKU-003,Gadget X,49.0,1,0.2,39.2,False,2024,2024-05,Thursday,49.0,9.8,64.18
O100532,2024-03-05,C0398,c0398@example.com,North,Online,SKU-004,Gadget Y,79.99,1,0.0,79.99,False,2024,2024-03,Tuesday,79.99,0.0,79.99
O100533,2024-11-20,C0036,c0036@example.com,North,Online,SKU-001,Widget A,19.99,2,0.0,39.98,False,2024,2024-11,Wednesday,39.98,0.0,345.91
O100536,2024-05-31,C0207,c0207@example.com,North,Retail,SKU-005,Thingamajig,12.49,3,0.05,35.6,False,2024,2024-05,Friday,37.47,1.87,637.54
O100537,2024-05-16,C0147,c0147@example.com,North,Partner,SKU-005,Thingamajig,12.49,1,0.1,11.24,False,2024,2024-05,Thursday,12.49,1.25,169.01
O100538,2024-06-28,C0074,c0074@example.com,West,Partner,SKU-001,Widget A,19.99,1,0.0,19.99,False,2024,2024-06,Friday,19.99,0.0,59.97
O100540,2024-12-30,C0161,c0161@example.com,East,Retail,SKU-001,Widget A,19.99,3,0.1,53.97,False,2024,2024-12,Monday,59.97,6.0,655.09
O100541,2024-06-23,C0063,c0063@example.com,East,Online,SKU-003,Gadget X,49.0,4,0.05,186.2,False,2024,2024-06,Sunday,196.0,9.8,622.42
O100542,2024-05-03,C0119,c0119@example.com,North,Retail,SKU-005,Thingamajig,12.49,1,0.0,12.49,False,2024,2024-05,Friday,12.49,0.0,261.56
O100543,2024-08-17,C0075,c0075@example.com,South,Online,SKU-002,Widget B,29.5,4,0.05,112.1,False,2024,2024-08,Saturday,118.0,5.9,1071.95
O100546,2024-07-19,C0347,c0347@example.com,North,Partner,SKU-003,Gadget X,49.0,6,0.05,279.3,False,2024,2024-07,Friday,294.0,14.7,540.22
O100547,2024-08-26,C0154,c0154@example.com,South,Online,SKU-005,Thingamajig,12.49,1,0.05,11.87,False,2024,2024-08,Monday,12.49,0.62,462.83
O100550,2024-06-02,C0024,c0024@example.com,North,Retail,SKU-005,Thingamajig,12.49,2,0.0,24.98,False,2024,2024-06,Sunday,24.98,0.0,384.03
O100551,2024-05-11,C0190,c0190@example.com,North,Retail,SKU-003,Gadget X,49.0,4,0.0,196.0,False,2024,2024-05,Saturday,196.0,0.0,819.11
O100552,2024-06-29,C0255,c0255@example.com,South,Partner,SKU-003,Gadget X,49.0,2,0.1,88.2,False,2024,2024-06,Saturday,98.0,9.8,349.46
O100553,2025-01-30,C0215,c0215@example.com,East,Online,SKU-003,Gadget X,49.0,2,0.0,98.0,False,2025,2025-01,Thursday,98.0,0.0,226.99
O100555,2024-12-18,C0194,c0194@example.com,South,Online,SKU-005,Thingamajig,12.49,3,0.05,35.6,False,2024,2024-12,Wednesday,37.47,1.87,523.17
O100558,2024-09-02,C0093,c0093@example.com,South,Online,SKU-005,Thingamajig,12.49,2,0.0,24.98,False,2024,2024-09,Monday,24.98,0.0,199.41
O100559,2024-01-27,C0046,c0046@example.com,West,Partner,SKU-004,Gadget Y,79.99,1,0.0,79.99,False,2024,2024-01,Saturday,79.99,0.0,745.44
O100560,2025-01-25,C0123,c0123@example.com,East,Partner,SKU-002,Widget B,29.5,1,0.0,29.5,False,2025,2025-01,Saturday,29.5,0.0,68.7
O100562,2024-11-05,C0195,c0195@example.com,North,Online,SKU-005,Thingamajig,12.49,1,0.0,12.49,False,2024,2024-11,Tuesday,12.49,0.0,447.79
O100563,2024-02-23,C0204,c0204@example.com,South,Retail,SKU-002,Widget B,29.5,2,0.0,59.0,False,2024,2024-02,Friday,59.0,0.0,250.36
O100564,2024-03-19,C0112,c0112@example.com,South,Online,SKU-001,Widget A,19.99,2,0.2,31.98,False,2024,2024-03,Tuesday,39.98,8.0,190.83
O100566,2024-11-22,C0128,c0128@example.com,West,Retail,SKU-004,Gadget Y,79.99,1,0.05,75.99,False,2024,2024-11,Friday,79.99,4.0,440.38
O100567,2024-02-20,C0345,c0345@example.com,West,Partner,SKU-004,Gadget Y,79.99,4,0.0,319.96,False,2024,2024-02,Tuesday,319.96,0.0,981.56
O100569,2025-02-02,C0397,c0397@example.com,East,Online,SKU-001,Widget A,19.99,2,0.0,39.98,False,2025,2025-02,Sunday,39.98,0.0,481.99
O100571,2024-03-15,C0140,unknown@unknown,West,Retail,SKU-005,Thingamajig,12.49,3,0.0,37.47,True,2024,2024-03,Friday,37.47,0.0,734.02
O100572,2025-01-10,C0351,c0351@example.com,North,Retail,SKU-003,Gadget X,49.0,3,0.1,132.3,False,2025,2025-01,Friday,147.0,14.7,404.72
O100573,2024-01-09,C0159,c0159@example.com,North,Online,SKU-004,Gadget Y,79.99,2,0.1,143.98,False,2024,2024-01,Tuesday,159.98,16.0,192.98
O100574,2024-03-21,C0008,c0008@example.com,South,Partner,SKU-001,Widget A,19.99,4,0.1,71.96,False,2024,2024-03,Thursday,79.96,8.0,501.84
O100576,2024-11-20,C0273,c0273@example.com,East,Partner,SKU-003,Gadget X,49.0,3,0.05,139.65,False,2024,2024-11,Wednesday,147.0,7.35,377.59
O100577,2024-10-18,C0333,c0333@example.com,North,Online,SKU-001,Widget A,19.99,1,0.05,18.99,False,2024,2024-10,Friday,19.99,1.0,468.72
O100578,2024-12-22,C0206,c0206@example.com,South,Retail,SKU-004,Gadget Y,79.99,5,0.0,399.95,False,2024,2024-12,Sunday,399.95,0.0,1014.71
O100580,2024-06-21,C0163,c0163@example.com,North,Retail,SKU-002,Widget B,29.5,4,0.1,106.2,False,2024,2024-06,Friday,118.0,11.8,354.68
O100581,2024-10-17,C0011,c0011@example.com,North,Online,SKU-003,Gadget X,49.0,1,0.05,46.55,False,2024,2024-10,Thursday,49.0,2.45,303.42
O100582,2024-12-02,C0206,c0206@example.com,West,Online,SKU-001,Widget A,19.99,2,0.0,39.98,False,2024,2024-12,Monday,39.98,0.0,1014.71
O100583,2024-04-09,C0144,c0144@example.com,North,Partner,SKU-004,Gadget Y,79.99,1,0.0,79.99,False,2024,2024-04,Tuesday,79.99,0.0,746.87
O100584,2024-11-07,C0204,c0204@example.com,West,Retail,SKU-005,Thingamajig,12.49,5,0.2,49.96,False,2024,2024-11,Thursday,62.45,12.49,250.36
O100586,2024-04-12,C0375,unknown@unknown,East,Online,SKU-004,Gadget Y,79.99,3,0.05,227.97,True,2024,2024-04,Friday,239.97,12.0,340.07
O100587,2024-04-05,C0237,c0237@example.com,North,Partner,SKU-004,Gadget Y,79.99,2,0.0,159.98,False,2024,2024-04,Friday,159.98,0.0,484.63
O100590,2024-02-13,C0198,c0198@example.com,North,Online,SKU-003,Gadget X,49.0,2,0.05,93.1,False,2024,2024-02,Tuesday,98.0,4.9,279.08
O100591,2024-12-25,C0211,c0211@example.com,South,Online,SKU-001,Widget A,19.99,3,0.0,59.97,False,2024,2024-12,Wednesday,59.97,0.0,6736.28
O100592,2024-11-25,C0143,c0143@example.com,West,Retail,SKU-005,Thingamajig,12.49,3,0.1,33.72,False,2024,2024-11,Monday,37.47,3.75,166.97
O100593,2025-02-03,C0094,c0094@example.com,West,Partner,SKU-001,Widget A,19.99,3,0.0,59.97,False,2025,2025-02,Monday,59.97,0.0,892.92
O100594,2024-07-17,C0359,c0359@example.com,South,Partner,SKU-003,Gadget X,49.0,2,0.2,78.4,False,2024,2024-07,Wednesday,98.0,19.6,872.31
O100595,2024-10-11,C0345,c0345@example.com,North,Retail,SKU-002,Widget B,29.5,1,0.0,29.5,False,2024,2024-10,Friday,29.5,0.0,981.56
O100596,2024-08-01,C0085,c0085@example.com,North,Retail,SKU-001,Widget A,19.99,3,0.1,53.97,False,2024,2024-08,Thursday,59.97,6.0,125.96
O100599,2025-01-24,C0046,c0046@example.com,South,Online,SKU-002,Widget B,29.5,5,0.0,147.5,False,2025,2025-01,Friday,147.5,0.0,745.44
O100600,2024-04-08,C0383,c0383@example.com,East,Retail,SKU-002,Widget B,29.5,4,0.2,94.4,False,2024,2024-04,Monday,118.0,23.6,340.18
O100601,2024-12-01,C0220,c0220@example.com,North,Retail,SKU-002,Widget B,29.5,5,0.1,132.75,False,2024,2024-12,Sunday,147.5,14.75,258.7
O100603,2024-09-30,C0142,c0142@example.com,West,Retail,SKU-004,Gadget Y,79.99,6,0.2,383.95,False,2024,2024-09,Monday,479.94,95.99,553.01
O100607,2024-10-08,C0339,c0339@example.com,South,Online,SKU-003,Gadget X,49.0,4,0.0,196.0,False,2024,2024-10,Tuesday,196.0,0.0,332.45
O100608,2024-01-31,C0378,c0378@example.com,West,Online,SKU-001,Widget A,19.99,1,0.05,18.99,False,2024,2024-01,Wednesday,19.99,1.0,383.37
O100610,2024-03-25,C0086,c0086@example.com,North,Partner,SKU-005,Thingamajig,12.49,6,0.0,74.94,False,2024,2024-03,Monday,74.94,0.0,59.31
O100611,2024-05-26,C0280,c0280@example.com,North,Partner,SKU-005,Thingamajig,12.49,3,0.0,37.47,False,2024,2024-05,Sunday,37.47,0.0,57.03
O100612,2025-01-24,C0030,c0030@example.com,West,Online,SKU-004,Gadget Y,79.99,5,0.0,399.95,False,2025,2025-01,Friday,399.95,0.0,862.57
O100613,2024-08-10,C0205,c0205@example.com,East,Partner,SKU-001,Widget A,19.99,4,0.1,71.96,False,2024,2024-08,Saturday,79.96,8.0,749.94
O100614,2024-02-13,C0348,c0348@example.com,South,Online,SKU-001,Widget A,19.99,4,0.05,75.96,False,2024,2024-02,Tuesday,79.96,4.0,363.79
O100615,2024-08-01,C0259,c0259@example.com,North,Retail,SKU-005,Thingamajig,12.49,2,0.0,24.98,False,2024,2024-08,Thursday,24.98,0.0,64.96
O100616,2024-03-29,C0007,unknown@unknown,West,Retail,SKU-004,Gadget Y,79.99,5,0.2,319.96,True,2024,2024-03,Friday,399.95,79.99,565.59
O100618,2024-06-15,C0045,c0045@example.com,West,Retail,SKU-001,Widget A,19.99,4,0.05,75.96,False,2024,2024-06,Saturday,79.96,4.0,16236.38
O100619,2024-03-06,C0232,c0232@example.com,East,Retail,SKU-002,Widget B,29.5,1,0.0,29.5,False,2024,2024-03,Wednesday,29.5,0.0,49.48
O100620,2024-04-19,C0397,c0397@example.com,North,Retail,SKU-004,Gadget Y,79.99,4,0.1,287.96,False,2024,2024-04,Friday,319.96,32.0,481.99
O100621,2024-10-08,C0349,c0349@example.com,West,Online,SKU-001,Widget A,19.99,4,0.0,79.96,False,2024,2024-10,Tuesday,79.96,0.0,127.16
O100622,2025-02-02,C0112,c0112@example.com,South,Online,SKU-003,Gadget X,49.0,3,0.1,132.3,False,2025,2025-02,Sunday,147.0,14.7,190.83
O100623,2024-11-13,C0160,c0160@example.com,South,Retail,SKU-005,Thingamajig,12.49,3,0.0,37.47,False,2024,2024-11,Wednesday,37.47,0.0,269.27
O100625,2024-06-24,C0139,c0139@example.com,West,Retail,SKU-004,Gadget Y,79.99,2,0.0,159.98,False,2024,2024-06,Monday,159.98,0.0,668.88
O100626,2024-08-14,C0168,c0168@example.com,North,Retail,SKU-005,Thingamajig,12.49,4,0.0,49.96,False,2024,2024-08,Wednesday,49.96,0.0,1286.64
O100627,2025-01-21,C0028,c0028@example.com,East,Partner,SKU-003,Gadget X,49.0,2,0.05,93.1,False,2025,2025-01,Tuesday,98.0,4.9,367.84
O100628,2024-06-13,C0050,c0050@example.com,West,Partner,SKU-004,Gadget Y,79.99,2,0.1,143.98,False,2024,2024-06,Thursday,159.98,16.0,364.96
O100630,2024-01-29,C0233,c0233@example.com,North,Partner,SKU-003,Gadget X,49.0,6,0.05,279.3,False,2024,2024-01,Monday,294.0,14.7,802.33
O100632,2025-01-07,C0192,c0192@example.com,East,Partner,SKU-004,Gadget Y,79.99,1,0.2,63.99,False,2025,2025-01,Tuesday,79.99,16.0,112.99
O100634,2024-01-03,C0187,c0187@example.com,North,Retail,SKU-003,Gadget X,49.0,3,0.2,-117.6,False,2024,2024-01,Wednesday,147.0,264.6,29.4
O100635,2024-03-28,C0386,c0386@example.com,East,Partner,SKU-002,Widget B,29.5,4,0.0,118.0,False,2024,2024-03,Thursday,118.0,0.0,184.2
O100636,2024-09-30,C0302,c0302@example.com,South,Retail,SKU-004,Gadget Y,79.99,1,0.0,79.99,False,2024,2024-09,Monday,79.99,0.0,3661.59
O100637,2024-09-28,C0303,c0303@example.com,East,Retail,SKU-001,Widget A,19.99,3,0.0,59.97,False,2024,2024-09,Saturday,59.97,0.0,59.97
O100638,2024-11-21,C0292,c0292@example.com,South,Partner,SKU-004,Gadget Y,79.99,1,0.0,79.99,False,2024,2024-11,Thursday,79.99,0.0,321.97
O100641,2024-12-02,C0363,c0363@example.com,North,Partner,SKU-004,Gadget Y,79.99,3,0.05,227.97,False,2024,2024-12,Monday,239.97,12.0,247.95
O100642,2024-05-12,C0161,c0161@example.com,East,Partner,SKU-001,Widget A,19.99,1,0.0,19.99,False,2024,2024-05,Sunday,19.99,0.0,655.09
O100643,2024-10-03,C0158,c0158@example.com,South,Partner,SKU-002,Widget B,29.5,1,0.0,29.5,False,2024,2024-10,Thursday,29.5,0.0,95.2
O100644,2024-11-06,C0030,c0030@example.com,South,Retail,SKU-004,Gadget Y,79.99,3,0.1,215.97,False,2024,2024-11,Wednesday,239.97,24.0,862.57
O100645,2024-09-02,C0112,c0112@example.com,South,Online,SKU-002,Widget B,29.5,1,0.1,26.55,False,2024,2024-09,Monday,29.5,2.95,190.83
O100650,2024-10-03,C0394,c0394@example.com,North,Online,SKU-002,Widget B,29.5,2,0.1,53.1,False,2024,2024-10,Thursday,59.0,5.9,523.87
O100651,2024-12-19,C0284,c0284@example.com,South,Retail,SKU-002,Widget B,29.5,2,0.05,56.05,False,2024,2024-12,Thursday,59.0,2.95,364.18
O100653,2024-08-22,C0163,c0163@example.com,North,Online,SKU-004,Gadget Y,79.99,1,0.0,79.99,False,2024,2024-08,Thursday,79.99,0.0,354.68
O100655,2024-04-17,C0252,c0252@example.com,West,Retail,SKU-002,Widget B,29.5,1,0.0,29.5,False,2024,2024-04,Wednesday,29.5,0.0,177.97
O100657,2024-11-16,C0276,c0276@example.com,South,Retail,SKU-004,Gadget Y,79.99,1,0.05,75.99,False,2024,2024-11,Saturday,79.99,4.0,379.95
O100658,2024-04-01,C0208,c0208@example.com,East,Online,SKU-002,Widget B,29.5,1,0.05,28.02,False,2024,2024-04,Monday,29.5,1.48,235.38
O100660,2024-09-05,C0068,c0068@example.com,West,Online,SKU-005,Thingamajig,12.49,4,0.05,47.46,False,2024,2024-09,Thursday,49.96,2.5,112.0
O100662,2024-05-02,C0222,c0222@example.com,North,Online,SKU-005,Thingamajig,12.49,1,0.0,12.49,False,2024,2024-05,Thursday,12.49,0.0,589.92
O100664,2024-09-03,C0105,c0105@example.com,South,Partner,SKU-005,Thingamajig,12.49,2,0.05,23.73,False,2024,2024-09,Tuesday,24.98,1.25,662.03
O100665,2024-12-02,C0161,c0161@example.com,South,Online,SKU-001,Widget A,19.99,2,0.1,35.98,False,2024,2024-12,Monday,39.98,4.0,655.09
O100666,2024-03-19,C0314,c0314@example.com,North,Online,SKU-003,Gadget X,49.0,4,0.1,176.4,False,2024,2024-03,Tuesday,196.0,19.6,841.85
O100668,2024-01-11,C0028,c0028@example.com,North,Retail,SKU-003,Gadget X,49.0,5,0.05,232.75,False,2024,2024-01,Thursday,245.0,12.25,367.84
O100669,2024-08-12,C0305,c0305@example.com,West,Retail,SKU-003,Gadget X,49.0,1,0.0,49.0,False,2024,2024-08,Monday,49.0,0.0,474.92
O100671,2024-11-04,C0326,c0326@example.com,South,Online,SKU-001,Widget A,19.99,5,0.1,89.96,False,2024,2024-11,Monday,99.95,9.99,190.9
O100672,2024-01-23,C0362,c0362@example.com,North,Online,SKU-003,Gadget X,49.0,1,0.05,46.55,False,2024,2024-01,Tuesday,49.0,2.45,7.03
O100673,2024-06-03,C0201,c0201@example.com,West,Retail,SKU-001,Widget A,19.99,1,0.0,19.99,False,2024,2024-06,Monday,19.99,0.0,419.89
O100674,2025-01-28,C0190,c0190@example.com,South,Online,SKU-003,Gadget X,49.0,5,0.05,232.75,False,2025,2025-01,Tuesday,245.0,12.25,819.11
O100675,2024-05-23,C0373,c0373@example.com,East,Retail,SKU-001,Widget A,19.99,4,0.0,79.96,False,2024,2024-05,Thursday,79.96,0.0,262.22
O100676,2024-04-26,C0334,c0334@example.com,East,Online,SKU-001,Widget A,19.99,3,0.1,53.97,False,2024,2024-04,Friday,59.97,6.0,485.92
O100678,2024-11-26,C0329,c0329@example.com,North,Partner,SKU-002,Widget B,29.5,4,0.1,106.2,False,2024,2024-11,Tuesday,118.0,11.8,458.35
O100679,2024-05-15,C0047,c0047@example.com,South,Retail,SKU-004,Gadget Y,79.99,2,0.0,159.98,False,2024,2024-05,Wednesday,159.98,0.0,284.97
O100680,2024-07-21,C0043,c0043@example.com,West,Retail,SKU-004,Gadget Y,79.99,5,0.0,399.95,False,2024,2024-07,Sunday,399.95,0.0,960.62
O100681,2024-11-08,C0390,c0390@example.com,North,Online,SKU-001,Widget A,19.99,3,0.0,59.97,False,2024,2024-11,Friday,59.97,0.0,119.01
O100682,2024-12-15,C0094,c0094@example.com,South,Retail,SKU-003,Gadget X,49.0,4,0.0,196.0,False,2024,2024-12,Sunday,196.0,0.0,892.92
O100683,2024-10-24,C0133,c0133@example.com,South,Retail,SKU-005,Thingamajig,12.49,1,0.0,12.49,False,2024,2024-10,Thursday,12.49,0.0,308.83
O100684,2024-04-20,C0392,c0392@example.com,West,Online,SKU-005,Thingamajig,12.49,2,0.1,22.48,False,2024,2024-04,Saturday,24.98,2.5,236.41
O100685,2024-05-03,C0121,c0121@example.com,South,Partner,SKU-003,Gadget X,49.0,5,0.0,-245.0,False,2024,2024-05,Friday,245.0,490.0,-172.04
O100686,2024-09-16,C0119,c0119@example.com,North,Retail,SKU-001,Widget A,19.99,1,0.05,18.99,False,2024,2024-09,Monday,19.99,1.0,261.56
O100687,2025-01-12,C0070,unknown@unknown,South,Retail,SKU-004,Gadget Y,79.99,1,0.1,71.99,True,2025,2025-01,Sunday,79.99,8.0,407.76
O100688,2024-07-30,C0235,c0235@example.com,North,Online,SKU-004,Gadget Y,79.99,1,0.2,-63.99,False,2024,2024-07,Tuesday,79.99,143.98,280.95
O100689,2024-06-29,C0229,c0229@example.com,North,Retail,SKU-004,Gadget Y,79.99,4,0.0,319.96,False,2024,2024-06,Saturday,319.96,0.0,392.4
O100690,2024-12-18,C0108,c0108@example.com,South,Retail,SKU-001,Widget A,19.99,1,0.0,19.99,False,2024,2024-12,Wednesday,19.99,0.0,161.72
O100692,2024-01-30,C0057,c0057@example.com,East,Online,SKU-002,Widget B,29.5,2,0.1,53.1,False,2024,2024-01,Tuesday,59.0,5.9,217.06
O100693,2024-05-14,C0049,c0049@example.com,North,Partner,SKU-001,Widget A,19.99,3,0.2,47.98,False,2024,2024-05,Tuesday,59.97,11.99,0.78
O100694,2024-07-11,C0022,c0022@example.com,North,Online,SKU-002,Widget B,29.5,1,0.0,29.5,False,2024,2024-07,Thursday,29.5,0.0,40.74
O100696,2024-08-13,C0044,c0044@example.com,North,Partner,SKU-001,Widget A,19.99,4,0.05,75.96,False,2024,2024-08,Tuesday,79.96,4.0,417.36
O100697,2024-08-07,C0328,c0328@example.com,North,Retail,SKU-001,Widget A,19.99,1,0.0,19.99,False,2024,2024-08,Wednesday,19.99,0.0,684.55
O100699,2024-12-15,C0148,unknown@unknown,North,Online,SKU-005,Thingamajig,12.49,3,0.0,37.47,True,2024,2024-12,Sunday,37.47,0.0,263.93
O100701,2024-10-24,C0292,c0292@example.com,East,Partner,SKU-004,Gadget Y,79.99,2,0.1,143.98,False,2024,2024-10,Thursday,159.98,16.0,321.97
O100702,2024-03-20,C0243,c0243@example.com,East,Online,SKU-001,Widget A,19.99,1,0.2,15.99,False,2024,2024-03,Wednesday,19.99,4.0,312.08
O100705,2025-01-19,C0113,c0113@example.com,South,Online,SKU-003,Gadget X,49.0,2,0.1,88.2,False,2025,2025-01,Sunday,98.0,9.8,264.13
O100706,2024-06-07,C0015,c0015@example.com,North,Partner,SKU-003,Gadget X,49.0,2,0.0,98.0,False,2024,2024-06,Friday,98.0,0.0,802.71
O100708,2024-11-02,C0179,c0179@example.com,South,Online,SKU-004,Gadget Y,79.99,1,0.05,75.99,False,2024,2024-11,Saturday,79.99,4.0,100.16
O100710,2024-01-28,C0051,c0051@example.com,South,Online,SKU-001,Widget A,19.99,5,0.0,99.95,False,2024,2024-01,Sunday,99.95,0.0,660.3
O100711,2024-11-07,C0371,c0371@example.com,East,Retail,SKU-001,Widget A,19.99,3,0.05,56.97,False,2024,2024-11,Thursday,59.97,3.0,172.94
O100713,2024-01-10,C0058,c0058@example.com,East,Partner,SKU-001,Widget A,19.99,4,0.2,63.97,False,2024,2024-01,Wednesday,79.96,15.99,383.9
O100714,2024-09-29,C0065,c0065@example.com,West,Retail,SKU-005,Thingamajig,12.49,2,0.05,23.73,False,2024,2024-09,Sunday,24.98,1.25,-2.28
O100715,2024-04-18,C0311,c0311@example.com,East,Online,SKU-004,Gadget Y,79.99,4,0.0,319.96,False,2024,2024-04,Thursday,319.96,0.0,737.64
O100716,2024-08-12,C0003,c0003@example.com,East,Partner,SKU-002,Widget B,29.5,4,0.0,118.0,False,2024,2024-08,Monday,118.0,0.0,420.45
O100718,2024-10-18,C0302,c0302@example.com,East,Online,SKU-003,Gadget X,49.0,3,0.0,147.0,False,2024,2024-10,Friday,147.0,0.0,3661.59
O100719,2024-10-07,C0187,unknown@unknown,West,Online,SKU-003,Gadget X,49.0,3,0.0,147.0,True,2024,2024-10,Monday,147.0,0.0,29.4
O100720,2024-06-02,C0012,c0012@example.com,West,Partner,SKU-004,Gadget Y,79.99,1,0.2,63.99,False,2024,2024-06,Sunday,79.99,16.0,259.51
O100722,2024-02-06,C0019,c0019@example.com,East,Retail,SKU-004,Gadget Y,79.99,3,0.0,239.97,False,2024,2024-02,Tuesday,239.97,0.0,443.17
O100724,2024-01-03,C0357,c0357@example.com,North,Online,SKU-004,Gadget Y,79.99,1,0.0,79.99,False,2024,2024-01,Wednesday,79.99,0.0,250.38
O100726,2024-11-19,C0373,c0373@example.com,East,Partner,SKU-005,Thingamajig,12.49,4,0.0,49.96,False,2024,2024-11,Tuesday,49.96,0.0,262.22
O100727,2024-12-31,C0052,c0052@example.com,North,Partner,SKU-001,Widget A,19.99,2,0.05,37.98,False,2024,2024-12,Tuesday,39.98,2.0,252.8
O100728,2024-01-11,C0373,c0373@example.com,East,Online,SKU-003,Gadget X,49.0,3,0.1,132.3,False,2024,2024-01,Thursday,147.0,14.7,262.22
O100729,2024-09-08,C0125,c0125@example.com,South,Online,SKU-005,Thingamajig,12.49,2,0.0,24.98,False,2024,2024-09,Sunday,24.98,0.0,438.96
O100730,2024-04-10,C0091,c0091@example.com,South,Online,SKU-002,Widget B,29.5,6,0.0,177.0,False,2024,2024-04,Wednesday,177.0,0.0,177.0
O100731,2024-05-16,C0145,c0145@example.com,West,Online,SKU-003,Gadget X,49.0,1,0.0,49.0,False,2024,2024-05,Thursday,49.0,0.0,394.69
O100732,2024-02-10,C0292,c0292@example.com,North,Online,SKU-003,Gadget X,49.0,2,0.0,98.0,False,2024,2024-02,Saturday,98.0,0.0,321.97
O100733,2024-09-04,C0178,c0178@example.com,South,Online,SKU-003,Gadget X,49.0,1,0.0,49.0,False,2024,2024-09,Wednesday,49.0,0.0,524.55
O100735,2024-06-14,C0301,c0301@example.com,East,Retail,SKU-004,Gadget Y,79.99,1,0.2,63.99,False,2024,2024-06,Friday,79.99,16.0,403.94
O100736,2025-01-19,C0174,c0174@example.com,North,Retail,SKU-002,Widget B,136.03,5,0.0,14750.0,False,2025,2025-01,Sunday,680.15,-14069.85,15046.59
O100737,2024-02-23,C0115,c0115@example.com,South,Online,SKU-005,Thingamajig,12.49,4,0.05,47.46,False,2024,2024-02,Friday,49.96,2.5,922.34
O100738,2024-12-17,C0138,c0138@example.com,South,Online,SKU-001,Widget A,19.99,4,0.0,79.96,False,2024,2024-12,Tuesday,79.96,0.0,828.51
O100740,2024-02-29,C0139,c0139@example.com,East,Online,SKU-003,Gadget X,49.0,1,0.0,49.0,False,2024,2024-02,Thursday,49.0,0.0,668.88
